Number,Gridid,HBlon,HBlat,location,road_name,road_level,road_distance,live_distance,a1,a2,a3,pop,Class
579,"[28, -8, -36]",121.207373,31.27468382,12,杭桂路,3,237.752,158.58,1,0,0,25.36221557,0
580,"[30, -7, -37]",121.2094775,31.27468382,20,黄渡·绿苑路,3,73.0171,269.515,0,1,0,2.357245509,0
581,"[32, -6, -38]",121.211582,31.27468382,15,黄渡·绿苑路,3,117.074,138.723,1,0,0,14.22835329,0
582,"[34, -5, -39]",121.2136865,31.27468382,15,嘉松北路,2,164.493,124.734,1,0,0,14.22835329,0
583,"[36, -4, -40]",121.215791,31.27468382,15,嘉松北路,2,3.37179,198.806,0,0.666666667,0.333333333,14.22835329,0
584,"[38, -3, -41]",121.2178955,31.27468382,16,协通支路,3,1.89466,112.695,0.333333333,0.333333333,0.333333333,10.5445509,0
585,"[40, -2, -42]",121.22,31.27468382,16,新黄路,3,13.1629,256.677,0,0.666666667,0.333333333,10.5445509,0
586,"[42, -1, -43]",121.2221045,31.27468382,20,曹安公路辅路,2,3.23969,411.168,0,1,0,2.357245509,0
587,"[44, 0, -44]",121.224209,31.27468382,20,曹安公路辅路,2,68.9976,564.759,0,1,0,2.357245509,0
588,"[46, 1, -45]",121.2263135,31.27468382,20,曹安公路辅路,2,128.733,669.76,0,1,0,2.357245509,0
589,"[48, 2, -46]",121.228418,31.27468382,21,曹安公路辅路,2,144.334,551.945,0,1,0,1.460107371,0
590,"[50, 3, -47]",121.2305225,31.27468382,24,曹安公路4514弄,2,16.5537,490.624,0,1,0,25.07384322,0
591,"[52, 4, -48]",121.232627,31.27468382,24,淞阳路,3,60.3478,506.739,0,1,0,25.07384322,0
595,"[60, 8, -52]",121.241045,31.27468382,26,曹安公路辅路,2,11.0487,0,0.5,0.5,0,1.415405553,0
596,"[62, 9, -53]",121.2431495,31.27468382,26,曹安公路,1,2.10856,0,0,1,0,1.415405553,0
597,"[64, 10, -54]",121.245254,31.27468382,26,曹安公路辅路,2,2.75721,0,0,1,0,1.415405553,0
598,"[66, 11, -55]",121.2473585,31.27468382,26,曹安公路,1,32.4615,369.44,0.5,0.5,0,1.415405553,0
599,"[68, 12, -56]",121.249463,31.27468382,26,曹安公路辅路,2,46.7884,0,0.666666667,0.333333333,0,1.415405553,0
600,"[70, 13, -57]",121.2515675,31.27468382,26,东经一路,3,49.1548,527.321,0,1,0,1.415405553,0
602,"[74, 15, -59]",121.2557765,31.27468382,27,曹安公路辅路,2,113.497,0,0,1,0,2.502350299,0
603,"[76, 16, -60]",121.257881,31.27468382,27,曹联路,3,45.0975,450.484,0,1,0,2.502350299,0
604,"[78, 17, -61]",121.2599855,31.27468382,27,曹安公路辅路,2,121.375,281.63,0.5,0.5,0,2.502350299,0
605,"[80, 18, -62]",121.26209,31.27468382,27,曹安公路辅路,2,105.619,188.947,1,0,0,2.502350299,0
606,"[82, 19, -63]",121.2641945,31.27468382,27,曹安公路辅路,2,90.8294,268.5,0.333333333,0.666666667,0,2.502350299,0
607,"[84, 20, -64]",121.266299,31.27468382,28,曹安公路辅路,2,36.0488,0,1,0,0,3.139014279,0
608,"[86, 21, -65]",121.2684035,31.27468382,28,曹安公路,1,43.1716,0,0.6,0.4,0,3.139014279,0
609,"[88, 22, -66]",121.270508,31.27468382,28,星华公路,2,71.419,338.577,1,0,0,3.139014279,0
610,"[90, 23, -67]",121.2726125,31.27468382,28,星华公路,2,58.2207,371.939,0.666666667,0.333333333,0,3.139014279,0
611,"[92, 24, -68]",121.274717,31.27468382,28,星华公路,2,45.2731,331.89,0.25,0.75,0,3.139014279,0
612,"[94, 25, -69]",121.2768215,31.27468382,28,星华公路,2,31.2743,402.46,0.666666667,0.333333333,0,3.139014279,0
613,"[96, 26, -70]",121.278926,31.27468382,28,星华公路,2,7.58028,388.757,0.5,0,0.5,3.139014279,0
614,"[98, 27, -71]",121.2810305,31.27468382,28,星华公路,2,73.3858,226.846,0,0.666666667,0.333333333,3.139014279,0
618,"[7, -20, -27]",121.1852757,31.27624149,6,荣威三路,3,110.502,89.342,0.5,0.5,0,2.211797923,0
619,"[9, -19, -28]",121.1873802,31.27624149,3,荣威大道,3,7.88749,139.919,0.5,0.5,0,11.05383234,0
620,"[11, -18, -29]",121.1894847,31.27624149,3,安研路,3,0.180803,225.297,0.75,0,0.25,11.05383234,0
621,"[13, -17, -30]",121.1915892,31.27624149,6,安研路,3,150.987,56.0228,1,0,0,2.211797923,0
622,"[15, -16, -31]",121.1936937,31.27624149,2,安拓路,3,118.077,181.435,0.333333333,0.666666667,0,13.44341317,0
623,"[17, -15, -32]",121.1957982,31.27624149,6,安虹路辅路,3,3.7898,376.476,0,1,0,2.211797923,0
624,"[19, -14, -33]",121.1979027,31.27624149,6,横河路,3,10.613,502.06,1,0,0,2.211797923,0
626,"[23, -12, -35]",121.2021117,31.27624149,6,横河路,3,12.092,468.496,1,0,0,2.211797923,0
627,"[25, -11, -36]",121.2042162,31.27624149,6,横河路,3,27.431,289.357,0.5,0,0.5,2.211797923,0
628,"[27, -10, -37]",121.2063207,31.27624149,12,杭桂路,3,90.6129,82.792,1,0,0,25.36221557,0
629,"[29, -9, -38]",121.2084252,31.27624149,12,黄渡·绿苑路,3,202.898,119.757,1,0,0,25.36221557,0
630,"[31, -8, -39]",121.2105297,31.27624149,20,黄渡·绿苑路,3,5.71558,226.843,0,1,0,2.357245509,0
631,"[33, -7, -40]",121.2126342,31.27624149,15,玉麦路,3,100.689,88.1455,1,0,0,14.22835329,0
632,"[35, -6, -41]",121.2147387,31.27624149,15,玉麦路,3,10.17,209.968,1,0,0,14.22835329,0
633,"[37, -5, -42]",121.2168432,31.27624149,15,嘉松北路,2,5.78261,94.1396,0.666666667,0.333333333,0,14.22835329,0
634,"[39, -4, -43]",121.2189477,31.27624149,16,曹安公路,1,14.1114,135.118,0.375,0.375,0.25,10.5445509,0
635,"[41, -3, -44]",121.2210522,31.27624149,20,曹安公路,1,76.0907,219.413,0.5,0,0.5,2.357245509,0
636,"[43, -2, -45]",121.2231567,31.27624149,20,曹安公路辅路,2,172.317,397.531,1,0,0,2.357245509,0
637,"[45, -1, -46]",121.2252612,31.27624149,20,曹安公路辅路,2,267.906,589.851,0,1,0,2.357245509,0
638,"[47, 0, -47]",121.2273657,31.27624149,20,曹安公路4514弄,2,295.006,477.416,0.5,0.5,0,2.357245509,0
646,"[63, 8, -55]",121.2442017,31.27624149,26,杨林南路,3,10.0663,0,0,1,0,1.415405553,0
647,"[65, 9, -56]",121.2463062,31.27624149,26,春浓路,2,25.3551,0,0.1875,0.125,0.6875,1.415405553,0
648,"[67, 10, -57]",121.2484107,31.27624149,26,曹安公路辅路,2,105.487,0,0,1,0,1.415405553,0
649,"[69, 11, -58]",121.2505152,31.27624149,26,曹安公路辅路,2,80.4938,0,0,0.5,0.5,1.415405553,0
650,"[71, 12, -59]",121.2526197,31.27624149,26,曹安公路辅路,2,58.3268,0,0,1,0,1.415405553,0
651,"[73, 13, -60]",121.2547242,31.27624149,26,曹安公路辅路,2,35.6825,0,0,0.333333333,0.666666667,1.415405553,0
652,"[75, 14, -61]",121.2568287,31.27624149,27,曹安公路辅路,2,16.3017,0,0.2,0.4,0.4,2.502350299,0
654,"[79, 16, -63]",121.2610377,31.27624149,27,曹安公路辅路,2,25.8287,110.133,0,1,0,2.502350299,0
657,"[85, 19, -66]",121.2673512,31.27624149,28,环球一路,3,8.70518,0,0.8,0.2,0,3.139014279,0
658,"[87, 20, -67]",121.2694557,31.27624149,28,星华公路,2,95.6269,0,0.5,0.5,0,3.139014279,0
659,"[89, 21, -68]",121.2715602,31.27624149,28,星华公路,2,107.377,0,1,0,0,3.139014279,0
661,"[93, 23, -70]",121.2757692,31.27624149,28,翔江公路,2,17.276,520.157,0,0.5,0.5,3.139014279,0
662,"[95, 24, -71]",121.2778737,31.27624149,28,星华公路,2,150.083,0,0,0.666666667,0.333333333,3.139014279,0
668,"[8, -21, -29]",121.186328,31.27779916,3,高泉路,3,41.6853,229.275,0,0.5,0.5,11.05383234,0
669,"[10, -20, -30]",121.1884325,31.27779916,3,荣威二路,3,22.0746,322.744,0,0.6,0.4,11.05383234,0
670,"[12, -19, -31]",121.190537,31.27779916,2,荣威大道,3,28.5301,231.436,0.6,0.2,0.2,13.44341317,0
671,"[14, -18, -32]",121.1926415,31.27779916,2,安拓路,3,58.9353,39.917,1,0,0,13.44341317,0
672,"[16, -17, -33]",121.194746,31.27779916,6,安拓路,3,77.708,237.756,0.666666667,0.333333333,0,2.211797923,0
673,"[18, -16, -34]",121.1968505,31.27779916,6,安虹路,2,24.4859,437.565,0.5,0.5,0,2.211797923,0
674,"[20, -15, -35]",121.198955,31.27779916,6,横河路,3,99.1965,701.407,0.666666667,0.333333333,0,2.211797923,0
677,"[26, -12, -38]",121.2052685,31.27779916,12,杭桂路,3,72.929,197.406,1,0,0,25.36221557,0
678,"[28, -11, -39]",121.207373,31.27779916,20,杭桂路,3,69.6857,189.872,1,0,0,2.357245509,0
679,"[30, -10, -40]",121.2094775,31.27779916,20,杭桂路,3,81.3256,78.8818,0.333333333,0.666666667,0,2.357245509,0
680,"[32, -9, -41]",121.211582,31.27779916,15,玉麦路,3,9.5662,195.063,0.555555556,0.222222222,0.222222222,14.22835329,0
681,"[34, -8, -42]",121.2136865,31.27779916,15,玉麦路,3,100.497,87.8739,1,0,0,14.22835329,0
682,"[36, -7, -43]",121.215791,31.27779916,20,曹安公路,1,68.5318,239.598,1,0,0,2.357245509,0
683,"[38, -6, -44]",121.2178955,31.27779916,19,嘉松北路,2,21.5213,131.674,0,0.25,0.75,0.640980539,0
684,"[40, -5, -45]",121.22,31.27779916,19,嘉松北路,2,134.681,84.9798,0.333333333,0.666666667,0,0.640980539,0
685,"[42, -4, -46]",121.2221045,31.27779916,20,曹安公路辅路,2,271.979,277.682,0.666666667,0.333333333,0,2.357245509,0
686,"[44, -3, -47]",121.224209,31.27779916,19,曹安公路辅路,2,371.575,476.441,1,0,0,0.640980539,0
687,"[46, -2, -48]",121.2263135,31.27779916,19,春海路,3,393.942,480.823,1,0,0,0.640980539,0
689,"[50, 0, -50]",121.2305225,31.27779916,24,曹安公路4514弄,2,130.269,152.746,1,0,0,25.07384322,0
693,"[58, 4, -54]",121.2389405,31.27779916,26,春意路,3,26.2715,493.07,0.5,0.5,0,1.415405553,0
694,"[60, 5, -55]",121.241045,31.27779916,26,春意路,3,69.0801,0,0,1,0,1.415405553,0
695,"[62, 6, -56]",121.2431495,31.27779916,26,春意路,3,111.019,0,0,1,0,1.415405553,0
696,"[64, 7, -57]",121.245254,31.27779916,26,春浓路,2,99.9074,0,0,1,0,1.415405553,0
699,"[70, 10, -60]",121.2515675,31.27779916,26,曹安公路辅路,2,241.829,0,0,1,0,1.415405553,0
700,"[72, 11, -61]",121.253672,31.27779916,26,方块路,3,50.603,0,0,0.5,0.5,1.415405553,0
701,"[74, 12, -62]",121.2557765,31.27779916,26,方块路,3,148.182,0,0,1,0,1.415405553,0
702,"[76, 13, -63]",121.257881,31.27779916,27,宝园七路,3,77.0187,0,0.6,0.4,0,2.502350299,0
707,"[86, 18, -68]",121.2684035,31.27779916,28,环球四路,3,77.4362,0,0.666666667,0.333333333,0,3.139014279,0
708,"[88, 19, -69]",121.270508,31.27779916,28,宝园六路,3,199.329,360.77,1,0,0,3.139014279,0
719,"[11, -21, -32]",121.1894847,31.27935683,3,名爵四路,3,13.7855,307.078,0,0.25,0.75,11.05383234,0
720,"[13, -20, -33]",121.1915892,31.27935683,3,荣威大道,3,14.4021,170.93,0.5,0.5,0,11.05383234,0
721,"[15, -19, -34]",121.1936937,31.27935683,2,安研路,3,66.2012,210.091,0.333333333,0.666666667,0,13.44341317,0
722,"[17, -18, -35]",121.1957982,31.27935683,6,安研路,3,213.923,372.931,0.5,0.5,0,2.211797923,0
723,"[19, -17, -36]",121.1979027,31.27935683,6,安虹路,2,68.4708,560.366,0.25,0.5,0.25,2.211797923,0
726,"[25, -14, -39]",121.2042162,31.27935683,6,杭桂路,3,257.054,301.879,1,0,0,2.211797923,0
727,"[27, -13, -40]",121.2063207,31.27935683,6,杭桂路,3,130.146,16.0377,0.333333333,0.666666667,0,2.211797923,0
728,"[29, -12, -41]",121.2084252,31.27935683,12,杭桂路,3,75.5074,188.316,0.5,0,0.5,25.36221557,0
729,"[31, -11, -42]",121.2105297,31.27935683,20,黄渡·绿苑路,3,66.1624,91.1593,0.714285714,0.285714286,0,2.357245509,0
730,"[33, -10, -43]",121.2126342,31.27935683,15,黄渡·绿苑路,3,125.447,116.721,0.727272727,0.272727273,0,14.22835329,0
731,"[35, -9, -44]",121.2147387,31.27935683,15,曹安公路,1,3.29497,152.632,1,0,0,14.22835329,0
732,"[37, -8, -45]",121.2168432,31.27935683,20,同嘉大道,3,66.3245,61.7228,0.333333333,0.666666667,0,2.357245509,0
733,"[39, -7, -46]",121.2189477,31.27935683,19,嘉松北路,2,36.4294,215.211,0,1,0,0.640980539,0
734,"[41, -6, -47]",121.2210522,31.27935683,19,嘉松北路,2,120.668,276.044,0,1,0,0.640980539,0
735,"[43, -5, -48]",121.2231567,31.27935683,19,嘉松北路,2,285.222,431.376,0.285714286,0.714285714,0,0.640980539,0
737,"[47, -3, -50]",121.2273657,31.27935683,19,春海路,3,229.288,361.301,1,0,0,0.640980539,0
738,"[49, -2, -51]",121.2294702,31.27935683,24,春海路,3,54.5809,163.127,1,0,0,25.07384322,0
739,"[51, -1, -52]",121.2315747,31.27935683,24,春海路,3,43.554,51.7919,1,0,0,25.07384322,0
740,"[53, 0, -53]",121.2336792,31.27935683,26,春海路,3,43.7713,37.2329,1,0,0,1.415405553,0
742,"[57, 2, -55]",121.2378882,31.27935683,26,星塔路,3,20.2483,369.238,0.5,0,0.5,1.415405553,0
743,"[59, 3, -56]",121.2399927,31.27935683,26,春意路,3,121.808,569.045,0.5,0,0.5,1.415405553,0
744,"[61, 4, -57]",121.2420972,31.27935683,26,春意路,3,79.3149,0,0,1,0,1.415405553,0
745,"[63, 5, -58]",121.2442017,31.27935683,26,春意路,3,37.3787,0,0,1,0,1.415405553,0
746,"[65, 6, -59]",121.2463062,31.27935683,26,春意路,3,0,0,0,1,0,1.415405553,0
748,"[69, 8, -61]",121.2505152,31.27935683,26,G15沈海高速,1,244.808,0,0,1,0,1.415405553,0
749,"[71, 9, -62]",121.2526197,31.27935683,26,方块路,3,172.53,0,0,1,0,1.415405553,0
750,"[73, 10, -63]",121.2547242,31.27935683,26,黑桃路,3,10.8774,0,0,1,0,1.415405553,0
768,"[10, -23, -33]",121.1884325,31.2809145,3,高泉路,3,41.9713,491.846,0,1,0,11.05383234,0
769,"[12, -22, -34]",121.190537,31.2809145,3,荣威三路,3,15.5041,369.911,0,1,0,11.05383234,0
770,"[14, -21, -35]",121.1926415,31.2809145,2,名爵六路,3,9.83506,334.298,0,1,0,13.44341317,0
771,"[16, -20, -36]",121.194746,31.2809145,2,安研路,3,23.7674,408.274,0,1,0,13.44341317,0
772,"[18, -19, -37]",121.1968505,31.2809145,6,安研路,3,105.014,549.198,0,1,0,2.211797923,0
773,"[20, -18, -38]",121.198955,31.2809145,6,安虹路,2,50.4532,409.696,1,0,0,2.211797923,0
776,"[26, -15, -41]",121.2052685,31.2809145,11,杭桂路,3,329.995,383.336,0.041666667,0.958333333,0,0.297946963,0
777,"[28, -14, -42]",121.207373,31.2809145,11,杭桂路,3,259.621,203.832,1,0,0,0.297946963,0
778,"[30, -13, -43]",121.2094775,31.2809145,11,黄渡·绿苑路,3,194.831,121.795,1,0,0,0.297946963,0
779,"[32, -12, -44]",121.211582,31.2809145,20,黄渡·绿苑路,3,2.46578,315.473,0.6875,0.3125,0,2.357245509,0
780,"[34, -11, -45]",121.2136865,31.2809145,20,曹安公路,1,43.8783,159.234,0,1,0,2.357245509,0
781,"[36, -10, -46]",121.215791,31.2809145,20,同嘉大道,3,69.9531,344.79,0,1,0,2.357245509,0
782,"[38, -9, -47]",121.2178955,31.2809145,19,嘉二路,3,67.4485,184.743,0,1,0,0.640980539,0
783,"[40, -8, -48]",121.22,31.2809145,19,嘉三路,3,13.3563,299.366,0.25,0.75,0,0.640980539,0
788,"[50, -3, -53]",121.2305225,31.2809145,23,春雨路,3,59.4679,51.0507,0.666666667,0.333333333,0,1.412508704,0
789,"[52, -2, -54]",121.232627,31.2809145,23,淞阳路,3,8.22135,162.696,0.5,0.5,0,1.412508704,0
790,"[54, -1, -55]",121.2347315,31.2809145,23,淞塔路,3,11.3389,95.8881,1,0,0,1.412508704,0
793,"[60, 2, -58]",121.241045,31.2809145,23,春雨路,3,110.44,0,0,0.666666667,0.333333333,1.412508704,0
795,"[64, 4, -60]",121.245254,31.2809145,26,春浓路,2,57.6847,0,0,1,0,1.415405553,0
796,"[66, 5, -61]",121.2473585,31.2809145,26,G15沈海高速,1,75.5348,0,0,1,0,1.415405553,0
798,"[70, 7, -63]",121.2515675,31.2809145,26,曹朱路,3,217.562,0,0,1,0,1.415405553,0
799,"[72, 8, -64]",121.253672,31.2809145,26,曹朱路,3,95.3312,0,0,1,0,1.415405553,0
815,"[5, -27, -32]",121.1831712,31.28247217,6,于田南路,2,49.2216,30.4408,0.333333333,0.666666667,0,2.211797923,0
816,"[7, -26, -33]",121.1852757,31.28247217,6,于田南路,2,88.6219,228.293,0.5,0,0.5,2.211797923,0
817,"[9, -25, -34]",121.1873802,31.28247217,6,高泉路,3,226.041,0,1,0,0,2.211797923,0
818,"[11, -24, -35]",121.1894847,31.28247217,3,高泉路,3,165.349,0,0,1,0,11.05383234,0
819,"[13, -23, -36]",121.1915892,31.28247217,6,荣威三路,3,43.3791,509.309,0,1,0,2.211797923,0
820,"[15, -22, -37]",121.1936937,31.28247217,6,名爵七路,3,6.10141,523.752,0,0.5,0.5,2.211797923,0
821,"[17, -21, -38]",121.1957982,31.28247217,6,安研路,3,18.0034,529.472,0.25,0.25,0.5,2.211797923,0
822,"[19, -20, -39]",121.1979027,31.28247217,11,名爵八路,3,60.0552,401.147,0,1,0,0.297946963,0
826,"[27, -16, -43]",121.2063207,31.28247217,11,曹安公路辅路,2,247.044,173.135,0.25,0.75,0,0.297946963,0
827,"[29, -15, -44]",121.2084252,31.28247217,11,曹安公路辅路,2,130.298,67.9984,1,0,0,0.297946963,0
828,"[31, -14, -45]",121.2105297,31.28247217,11,曹安公路辅路,2,1.50784,243.447,0.5,0.5,0,0.297946963,0
829,"[33, -13, -46]",121.2126342,31.28247217,20,同嘉大道,3,14.2383,214.3,0.5,0,0.5,2.357245509,0
830,"[35, -12, -47]",121.2147387,31.28247217,20,嘉园路,3,112.064,328.892,0,1,0,2.357245509,0
831,"[37, -11, -48]",121.2168432,31.28247217,19,同丁路,3,32.9992,245.005,0,1,0,0.640980539,0
832,"[39, -10, -49]",121.2189477,31.28247217,19,嘉二路,3,25.3688,151.373,0,1,0,0.640980539,0
833,"[41, -9, -50]",121.2210522,31.28247217,19,嘉三路,3,16.9241,256.501,0,1,0,0.640980539,0
834,"[43, -8, -51]",121.2231567,31.28247217,19,嘉松北路,2,91.9259,434.356,0.25,0.75,0,0.640980539,0
835,"[45, -7, -52]",121.2252612,31.28247217,19,谢春路,3,82.1252,449.504,0,1,0,0.640980539,0
837,"[49, -5, -54]",121.2294702,31.28247217,23,春雨路,3,129.945,158.537,0.5,0.5,0,1.412508704,0
838,"[51, -4, -55]",121.2315747,31.28247217,23,淞阳路,3,100.399,50.6906,1,0,0,1.412508704,0
839,"[53, -3, -56]",121.2336792,31.28247217,23,淞阳路,3,99.394,8.43129,0.5,0.5,0,1.412508704,0
840,"[55, -2, -57]",121.2357837,31.28247217,23,春雨路,3,115.351,193.519,0,1,0,1.412508704,0
842,"[59, 0, -59]",121.2399927,31.28247217,23,春雨路,3,79.5348,593.481,0,1,0,1.412508704,0
843,"[61, 1, -60]",121.2420972,31.28247217,23,春雨路,3,39.5953,0,0,1,0,1.412508704,0
844,"[63, 2, -61]",121.2442017,31.28247217,23,春雨路,3,1.30697,0,0.333333333,0.666666667,0,1.412508704,0
845,"[65, 3, -62]",121.2463062,31.28247217,23,春浓路,2,49.8693,0,0,1,0,1.412508704,0
865,"[8, -27, -35]",121.186328,31.28402984,6,于田南路,2,43.1901,376.666,1,0,0,2.211797923,0
866,"[10, -26, -36]",121.1884325,31.28402984,6,曹安公路,1,142.583,359.928,0.857142857,0.142857143,0,2.211797923,0
867,"[12, -25, -37]",121.190537,31.28402984,6,曹安公路,1,110.841,429.981,0,1,0,2.211797923,0
868,"[14, -24, -38]",121.1926415,31.28402984,6,名爵八路,3,27.1225,471.182,0,0.666666667,0.333333333,2.211797923,0
869,"[16, -23, -39]",121.194746,31.28402984,6,名爵八路,3,3.87012,372.343,0,1,0,2.211797923,0
870,"[18, -22, -40]",121.1968505,31.28402984,4,名爵九路,3,64.1789,367.793,0,1,0,3.139598802,0
871,"[20, -21, -41]",121.198955,31.28402984,4,安虹路,2,10.7933,285.455,0.333333333,0.333333333,0.333333333,3.139598802,0
872,"[22, -20, -42]",121.2010595,31.28402984,11,曹安公路,1,154.799,94.7014,1,0,0,0.297946963,0
876,"[30, -16, -46]",121.2094775,31.28402984,11,曹安公路辅路,2,34.1426,267.935,0,0.5,0.5,0.297946963,0
877,"[32, -15, -47]",121.211582,31.28402984,11,嘉园路,3,68.869,342.175,0.333333333,0.666666667,0,0.297946963,0
878,"[34, -14, -48]",121.2136865,31.28402984,19,中央大道,3,4.43411,0,0,1,0,0.640980539,0
879,"[36, -13, -49]",121.215791,31.28402984,19,嘉二路,3,86.0176,293.603,0,1,0,0.640980539,0
880,"[38, -12, -50]",121.2178955,31.28402984,19,同丁路,3,1.44636,95.359,0.5,0.5,0,0.640980539,0
881,"[40, -11, -51]",121.22,31.28402984,19,嘉三路,3,12.1859,109.434,0,1,0,0.640980539,0
883,"[44, -9, -53]",121.224209,31.28402984,19,嘉松北路,2,114.712,347.023,0.25,0.5,0.25,0.640980539,0
884,"[46, -8, -54]",121.2263135,31.28402984,19,谢春路,3,3.50757,258.002,0,1,0,0.640980539,0
885,"[48, -7, -55]",121.228418,31.28402984,19,春塔路,3,125.736,266.159,0,1,0,0.640980539,0
886,"[50, -6, -56]",121.2305225,31.28402984,23,春塔路,3,24.8347,93.9163,1,0,0,1.412508704,0
887,"[52, -5, -57]",121.232627,31.28402984,23,淞阳路,3,7.88404,163.679,0.5,0.25,0.25,1.412508704,0
888,"[54, -4, -58]",121.2347315,31.28402984,23,春塔路,3,37.7042,141.432,0,1,0,1.412508704,0
889,"[56, -3, -59]",121.236836,31.28402984,23,春塔路,3,29.7837,323.392,0,1,0,1.412508704,0
890,"[58, -2, -60]",121.2389405,31.28402984,23,星塔路,3,1.48853,518.793,0,1,0,1.412508704,0
891,"[60, -1, -61]",121.241045,31.28402984,23,星塔路,3,2.71938,0,1,0,0,1.412508704,0
892,"[62, 0, -62]",121.2431495,31.28402984,23,星塔路,3,41.7022,0,0,1,0,1.412508704,0
893,"[64, 1, -63]",121.245254,31.28402984,23,春浓路,2,27.877,0,0,1,0,1.412508704,0
912,"[5, -30, -35]",121.1831712,31.28558751,1,高泉路,3,5.28272,191.786,0.5,0,0.5,7.557035928,0
914,"[9, -28, -37]",121.1873802,31.28558751,1,曹安公路,1,3.59543,194.669,1,0,0,7.557035928,0
916,"[13, -26, -39]",121.1915892,31.28558751,1,曹安公路,1,50.8119,249.684,0,0.5,0.5,7.557035928,0
917,"[15, -25, -40]",121.1936937,31.28558751,1,曹安公路,1,60.6702,277.358,0,1,0,7.557035928,0
918,"[17, -24, -41]",121.1957982,31.28558751,6,曹安公路,1,43.9514,183.179,0.75,0.25,0,2.211797923,0
919,"[19, -23, -42]",121.1979027,31.28558751,4,曹安公路,1,27.3724,264.916,0,1,0,3.139598802,0
922,"[25, -20, -45]",121.2042162,31.28558751,5,曹安公路,1,0.527758,202.809,1,0,0,15.44011976,0
923,"[27, -19, -46]",121.2063207,31.28558751,5,曹安公路辅路,2,38.6484,129.4,1,0,0,15.44011976,0
924,"[29, -18, -47]",121.2084252,31.28558751,11,同嘉大道,3,16.3805,268.987,0,1,0,0.297946963,0
925,"[31, -17, -48]",121.2105297,31.28558751,11,同嘉大道,3,143.077,456.017,0,1,0,0.297946963,0
926,"[33, -16, -49]",121.2126342,31.28558751,19,嘉二路,3,114.946,0,0,1,0,0.640980539,0
927,"[35, -15, -50]",121.2147387,31.28558751,19,中央大道,3,21.4716,301.896,0,1,0,0.640980539,0
928,"[37, -14, -51]",121.2168432,31.28558751,19,嘉三路,3,19.2177,143.228,0,1,0,0.640980539,0
929,"[39, -13, -52]",121.2189477,31.28558751,19,同丁路,3,15.0316,207.693,0,1,0,0.640980539,0
932,"[45, -10, -55]",121.2252612,31.28558751,19,谢春路,3,109.897,157.886,0,1,0,0.640980539,0
933,"[47, -9, -56]",121.2273657,31.28558751,19,谢春路,3,89.4801,105.208,0.25,0.75,0,0.640980539,0
934,"[49, -8, -57]",121.2294702,31.28558751,19,春归路,2,153.02,182.977,1,0,0,0.640980539,0
935,"[51, -7, -58]",121.2315747,31.28558751,23,淞阳路,3,84.1818,107.032,1,0,0,1.412508704,0
936,"[53, -6, -59]",121.2336792,31.28558751,23,淞阳路,3,115.644,86.8734,0.5,0.5,0,1.412508704,0
937,"[55, -5, -60]",121.2357837,31.28558751,23,春归路,2,106.043,228.284,0,1,0,1.412508704,0
939,"[59, -3, -62]",121.2399927,31.28558751,23,春归路,2,68.9812,0,0,1,0,1.412508704,0
940,"[61, -2, -63]",121.2420972,31.28558751,23,春归路,2,45.0258,0,0.5,0,0.5,1.412508704,0
941,"[63, -1, -64]",121.2442017,31.28558751,23,春归路,2,20.3756,0,0,1,0,1.412508704,0
942,"[65, 0, -65]",121.2463062,31.28558751,23,春归路,2,0.185333,0,0.75,0.25,0,1.412508704,0
943,"[67, 1, -66]",121.2484107,31.28558751,23,春归路,2,111.719,0,0,1,0,1.412508704,0
961,"[6, -31, -37]",121.1842235,31.28714518,1,曹安公路,1,86.5043,304.116,0,1,0,7.557035928,0
962,"[8, -30, -38]",121.186328,31.28714518,1,于田路,2,36.4366,162.032,0.6,0.2,0.2,7.557035928,0
963,"[10, -29, -39]",121.1884325,31.28714518,1,一号路,3,99.8665,40.0212,0,1,0,7.557035928,0
964,"[12, -28, -40]",121.190537,31.28714518,1,于塘南路,2,84.6898,238.611,0,1,0,7.557035928,0
965,"[14, -27, -41]",121.1926415,31.28714518,1,雅丹路,3,21.8218,219.097,1,0,0,7.557035928,0
966,"[16, -26, -42]",121.194746,31.28714518,6,雅丹路,3,169.914,108.85,1,0,0,2.211797923,0
967,"[18, -25, -43]",121.1968505,31.28714518,4,谢木桥村三路,3,141.298,92.0895,1,0,0,3.139598802,0
968,"[20, -24, -44]",121.198955,31.28714518,4,杨木桥路,3,142.086,154.9,0,1,0,3.139598802,0
970,"[24, -22, -46]",121.203164,31.28714518,5,杨木桥村支路,3,133.771,10.5069,0.692307692,0.153846154,0.153846154,15.44011976,0
971,"[26, -21, -47]",121.2052685,31.28714518,5,曹安公路辅路,2,180.2,78.743,0.5,0.5,0,15.44011976,0
972,"[28, -20, -48]",121.207373,31.28714518,5,李庄环路,3,54.701,147.701,1,0,0,15.44011976,0
973,"[30, -19, -49]",121.2094775,31.28714518,11,同甲路,3,34.2551,342.662,0,1,0,0.297946963,0
974,"[32, -18, -50]",121.211582,31.28714518,11,嘉二路,3,14.8893,0,0,1,0,0.297946963,0
975,"[34, -17, -51]",121.2136865,31.28714518,19,嘉三路,3,47.9364,0,0,1,0,0.640980539,0
976,"[36, -16, -52]",121.215791,31.28714518,19,中央大道,3,5.35802,184.09,0.888888889,0.111111111,0,0.640980539,0
